,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,cluster label
0,0.603776338985013,0.43693307256602976,0.8028776279203261,0.377299627335282,0.0,-0.5622535302317492,0.0,-1
1,0.1749144036329004,0.048739819545865204,0.5152952799189134,-0.32140338624857906,0.0,-0.5622535302317492,0.0,-1
2,0.14428140825060323,0.048739819545865204,0.3715041059181885,-0.32140338624857906,0.0,-0.5622535302317492,0.0,-1
3,0.14428140825060323,0.048739819545865204,0.46300758028230304,-0.32140338624857906,0.0,-0.5622535302317492,0.0,-1
4,0.20554739901519076,0.048739819545865204,0.8159495528294695,-0.32140338624857906,0.0,-0.5622535302317492,0.0,-1
5,0.14428140825060323,0.048739819545865204,0.6198706791921713,-0.32140338624857906,0.0,-0.5622535302317492,0.0,-1
6,-0.10078255480774684,0.005607235876958002,-0.3735956139036484,-0.32140338624857906,0.0,-0.5622535302317492,0.0,-1
7,-0.8666074393650874,-1.029574772176814,-0.08601326590223575,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"0,3,4,5,9,10,11,13"
8,-1.1116714024234375,-1.029574772176814,-0.16444481535716987,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"0,4,5,9,10,11,13"
9,-0.8359744439827903,-1.029574772176814,1.0773880510125955,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"1,2,6,7,8,12"
10,-0.7440754578359123,-1.029574772176814,1.4434019484689424,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"1,6,7"
11,-0.6215434763067373,-1.029574772176814,1.992422794653444,-1.0201063998324464,0.0,-0.5622535302317492,0.0,-1
12,-0.7134424624536152,-1.029574772176814,1.58719312246963,-1.0201063998324464,0.0,-0.5622535302317492,0.0,1
13,-0.7440754578359123,-1.029574772176814,1.3780423239231516,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"1,6,7"
14,-0.9278734301296749,-1.029574772176814,0.5937268293738476,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"2,3,5,6,7,8,9,12,13"
15,-0.9585064255119653,-1.029574772176814,0.48915143010058965,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"3,5,6,7,8,9,12,13"
16,-1.0810384070411403,-1.029574772176814,-0.08601326590223575,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"0,3,4,5,9,10,11,13"
17,-1.142304397805728,-1.029574772176814,-0.32130791426700095,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"4,5,9,10,11,13"
18,-1.2954693747172001,-1.029574772176814,-1.0010480095430843,-1.0201063998324464,0.0,-0.5622535302317492,0.0,-1
19,-1.2342033839526125,-1.029574772176814,-0.6873218117233477,-1.0201063998324464,0.0,-0.5622535302317492,0.0,"0,4,10,11"
20,0.05238242210372535,-0.0375253477919492,-0.5958183373592704,0.377299627335282,0.0,-0.5622535302317492,0.0,-1
21,0.14428140825060323,0.22127015422149388,-0.2690202146303906,-0.32140338624857906,0.0,1.0441851275732486,0.0,-1
22,0.20554739901519076,0.2428364460559473,0.2538567817358245,0.377299627335282,0.0,1.0441851275732486,0.0,-1
23,1.6759311773652912,1.3211510377786266,0.41071988064565557,1.7747056545030104,0.0,2.6506237853782464,0.0,-1
24,2.166059103481991,1.7524768744676982,1.430330023559762,1.7747056545030104,0.0,1.0441851275732486,0.0,-1
25,1.8290961542767634,1.6877779989643373,0.31921640628157816,1.7747056545030104,0.0,1.0441851275732486,0.0,-1
26,1.6759311773652912,1.6662117071298836,-0.282092139539571,1.7747056545030104,0.0,2.6506237853782464,0.0,-1
27,1.7371971681298788,1.6662117071298836,0.03163405828016543,1.7747056545030104,0.0,1.0441851275732486,0.0,-1
28,1.5533991958361162,1.6446454152954302,-0.5958183373592704,1.7747056545030104,0.0,2.6506237853782464,0.0,-1
29,1.5840321912184132,1.6662117071298836,-0.2690202146303906,1.7747056545030104,0.0,1.0441851275732486,0.0,-1
30,1.6452981819830008,1.6877779989643373,-0.04679749117476869,1.7747056545030104,0.0,1.0441851275732486,0.0,-1
31,1.6146651866007036,1.6877779989643373,-0.0075817164473016285,1.7747056545030104,0.0,2.6506237853782464,0.0,-1
32,1.5840321912184132,1.6877779989643373,0.03163405828016543,1.7747056545030104,0.0,1.0441851275732486,0.0,-1
33,1.7678301635121758,1.7309105826332445,0.8813091773752603,1.7747056545030104,0.0,1.0441851275732486,0.0,-1
34,1.6759311773652912,1.709344290798791,0.6590864539196384,1.7747056545030104,0.0,2.6506237853782464,0.0,-1
